#time,accel_x,accel_y,accel_z
376.483534,-444.123565,-9030.512492,766.095498
376.483861,0.000000,-8956.491898,766.095498
376.484189,-148.041188,-9104.533087,536.266849
376.484517,-148.041188,-9178.553681,459.657299
376.484845,-370.102971,-9326.594869,459.657299
376.485173,-296.082377,-9104.533087,459.657299
376.485500,0.000000,-8808.450710,459.657299
376.485828,-296.082377,-8956.491898,689.485948
376.486156,-148.041188,-9252.574275,459.657299
376.486484,-222.061783,-9326.594869,536.266849
376.486812,-222.061783,-9104.533087,383.047749
376.487139,-296.082377,-8660.409521,536.266849
376.487467,-296.082377,-8734.430116,842.705048
376.487795,-296.082377,-9104.533087,689.485948
376.488123,-370.102971,-9326.594869,612.876398
376.488451,-296.082377,-9178.553681,459.657299
376.488779,-222.061783,-9030.512492,689.485948
376.489106,-370.102971,-9104.533087,306.438199
376.489434,-222.061783,-9104.533087,612.876398
376.489762,0.000000,-9104.533087,612.876398
376.490090,-148.041188,-9030.512492,689.485948
376.490418,-740.205942,-9252.574275,766.095498
376.490745,-222.061783,-9178.553681,612.876398
376.491073,-222.061783,-9104.533087,536.266849
376.491401,-370.102971,-9030.512492,842.705048
376.491729,-370.102971,-8956.491898,612.876398
376.492057,-370.102971,-9030.512492,689.485948
376.492384,0.000000,-8882.471304,612.876398
376.492712,-222.061783,-9252.574275,306.438199
376.493040,-222.061783,-9178.553681,536.266849
376.493368,-444.123565,-9030.512492,383.047749
376.493696,-666.185348,-9326.594869,153.219100
376.494024,-888.247130,-9326.594869,0.000000
376.494351,-1406.391290,-9326.594869,-459.657299
376.494679,-1258.350101,-9252.574275,-383.047749
376.495007,-740.205942,-8956.491898,-383.047749
376.495335,-444.123565,-9104.533087,-383.047749
376.495663,-666.185348,-9104.533087,-612.876398
376.495990,-962.267725,-8734.430116,-995.924147
376.496318,-1110.308913,-9104.533087,-995.924147
376.496646,-1110.308913,-9178.553681,-1378.971896
376.496974,-888.247130,-9252.574275,-1225.752797
376.497302,-518.144159,-9104.533087,-842.705048
376.497629,-222.061783,-9104.533087,-1532.190996
376.497957,0.000000,-9178.553681,-1378.971896
376.498285,-222.061783,-9030.512492,-1378.971896
376.498613,0.000000,-9178.553681,-1302.362347
376.498941,0.000000,-9252.574275,-1455.581446
376.499268,0.000000,-9178.553681,-2298.286494
376.499596,0.000000,-8956.491898,-1455.581446
376.499924,296.082377,-9326.594869,-1685.410096
376.500252,222.061783,-9400.615463,-1532.190996
376.500580,296.082377,-9474.636058,-1762.019645
376.500908,444.123565,-9104.533087,-1608.800546
376.501235,222.061783,-9252.574275,-1302.362347
376.501563,222.061783,-9326.594869,-1762.019645
376.501891,0.000000,-9474.636058,-1838.629195
376.502219,222.061783,-9252.574275,-2068.457845
376.502547,148.041188,-9178.553681,-1378.971896
376.502874,-222.061783,-9104.533087,-1378.971896
376.503202,-370.102971,-9252.574275,-1685.410096
376.503530,-370.102971,-9252.574275,-1762.019645
376.503858,-814.226536,-9030.512492,-1838.629195
376.504186,-1110.308913,-8956.491898,-1991.848295
376.504513,-962.267725,-8734.430116,-2374.896044
376.504841,-1110.308913,-9104.533087,-2451.505594
376.505169,-1258.350101,-8956.491898,-2528.115143
376.505497,-1776.494261,-9030.512492,-2757.943793
376.505825,-1924.535449,-8956.491898,-3064.381992
376.506153,-1480.411884,-9474.636058,-3524.039291
376.506480,-1628.453072,-8808.450710,-3447.429741
376.506808,-1776.494261,-9030.512492,-3524.039291
376.507136,-1776.494261,-8882.471304,-3524.039291
376.507464,-1628.453072,-8808.450710,-3753.867940
376.507792,-888.247130,-8882.471304,-3600.648841
376.508119,0.000000,-8734.430116,-3447.429741
376.508447,444.123565,-8734.430116,-3370.820191
376.508775,888.247130,-8734.430116,-2834.553343
376.509103,1258.350101,-9030.512492,-2221.676944
376.509431,1998.556043,-8956.491898,-1685.410096
376.509758,2590.720797,-8882.471304,-1225.752797
376.510086,2442.679609,-9178.553681,-1149.143247
376.510414,2146.597232,-9474.636058,-1149.143247
376.510742,1406.391290,-9844.739029,-1378.971896
376.511070,666.185348,-10140.821405,-1532.190996
376.511398,-666.185348,-10066.800811,-1838.629195
376.511725,-666.185348,-10140.821405,-2528.115143
376.512053,-1628.453072,-9992.780217,-3140.991542
376.512381,-1924.535449,-9548.656652,-3524.039291
376.512709,-1258.350101,-8956.491898,-3370.820191
376.513037,-296.082377,-7624.121203,-3294.210641
376.513364,740.205942,-7550.100608,-2834.553343
376.513692,1554.432478,-7328.038826,-1762.019645
376.514020,1554.432478,-7476.080014,-1455.581446
376.514348,1406.391290,-8216.285956,-766.095498
376.514676,740.205942,-8882.471304,-459.657299
376.515003,-592.164754,-9400.615463,76.609550
376.515331,-1924.535449,-10214.842000,-306.438199
376.515659,-2664.741391,-10881.027347,-383.047749
376.515987,-3182.885551,-10732.986159,-766.095498
376.516315,-2368.659014,-9844.739029,-766.095498
376.516643,-1036.288319,-9030.512492,-842.705048
376.516970,592.164754,-7994.224174,-689.485948
376.517298,2442.679609,-7476.080014,-229.828649
376.517626,3404.947333,-7179.997637,306.438199
376.517954,3849.070898,-7550.100608,842.705048
376.518282,2886.803174,-8142.265362,1378.971896
376.518609,666.185348,-9770.718434,1378.971896
376.518937,-1332.370696,-11029.068536,1149.143247
376.519265,-3256.906145,-11843.295072,842.705048
376.519593,-4737.318029,-11843.295072,459.657299
376.519921,-4515.256246,-11325.150913,1072.533697
376.520248,-3478.967927,-10066.800811,153.219100
376.520576,-1554.432478,-8882.471304,689.485948
376.520904,888.247130,-7476.080014,1072.533697
376.521232,2294.638420,-6513.812290,1225.752797
376.521560,2368.659014,-5995.668130,1838.629195
376.521888,1850.514855,-7105.977043,919.314598
376.522215,0.000000,-7698.141797,919.314598
376.522543,-1850.514855,-8512.368333,536.266849
376.522871,-3034.844362,-9770.718434,229.828649
376.523199,-4071.132681,-10436.903782,0.000000
376.523527,-4071.132681,-10288.862594,153.219100
376.523854,-2886.803174,-10214.842000,0.000000
376.524182,-1110.308913,-9400.615463,0.000000
376.524510,592.164754,-8586.388927,153.219100
376.524838,1850.514855,-8142.265362,766.095498
376.525166,2738.761985,-7994.224174,1072.533697
376.525493,2072.576638,-8068.244768,1225.752797
376.525821,592.164754,-8734.430116,612.876398
376.526149,-1036.288319,-9696.697840,459.657299
376.526477,-1924.535449,-10362.883188,0.000000
376.526805,-1850.514855,-9992.780217,0.000000
376.527133,-740.205942,-9770.718434,0.000000
376.527460,444.123565,-9474.636058,459.657299
376.527788,2442.679609,-8660.409521,842.705048
376.528116,3627.009116,-7994.224174,1685.410096
376.528444,4515.256246,-7179.997637,1685.410096
376.528772,3552.988522,-7920.203579,1915.238745
376.529099,1924.535449,-8882.471304,1378.971896
376.529427,-222.061783,-8956.491898,1225.752797
376.529755,-1628.453072,-9770.718434,842.705048
376.530083,-2072.576638,-9622.677246,306.438199
376.530411,-1998.556043,-9622.677246,919.314598
376.530738,-1258.350101,-9400.615463,766.095498
376.531066,-74.020594,-8956.491898,689.485948
376.531394,444.123565,-8660.409521,766.095498
376.531722,222.061783,-8512.368333,459.657299
376.532050,222.061783,-7772.162391,766.095498
376.532378,-296.082377,-8512.368333,383.047749
376.532705,-1110.308913,-8882.471304,383.047749
376.533033,-1998.556043,-9400.615463,459.657299
376.533361,-3256.906145,-9474.636058,0.000000
376.533689,-3775.050304,-9548.656652,-153.219100
376.534017,-3923.091493,-9474.636058,-766.095498
376.534344,-3034.844362,-8956.491898,-612.876398
376.534672,-1554.432478,-8512.368333,-612.876398
376.535000,74.020594,-8068.244768,-306.438199
376.535328,1554.432478,-7624.121203,153.219100
376.535656,2886.803174,-7105.977043,995.924147
376.535983,2664.741391,-7772.162391,1378.971896
376.536311,2294.638420,-8808.450710,1532.190996
376.536639,444.123565,-9918.759623,1302.362347
376.536967,-1184.329507,-10955.047942,612.876398
376.537295,-1628.453072,-11473.192101,766.095498
376.537622,-2072.576638,-11325.150913,0.000000
376.537950,-962.267725,-10881.027347,0.000000
376.538278,740.205942,-9844.739029,0.000000
376.538606,1406.391290,-9104.533087,383.047749
376.538934,2886.803174,-8068.244768,536.266849
376.539261,2812.782580,-7994.224174,383.047749
376.539589,2072.576638,-8512.368333,383.047749
376.539917,1036.288319,-9030.512492,383.047749
376.540245,-740.205942,-9696.697840,229.828649
376.540573,-2516.700203,-10066.800811,0.000000
376.540900,-3256.906145,-10658.965565,0.000000
376.541228,-3701.029710,-10436.903782,-306.438199
376.541556,-2368.659014,-9474.636058,-153.219100
376.541884,-740.205942,-8216.285956,0.000000
376.542212,1332.370696,-7328.038826,153.219100
376.542539,2590.720797,-6957.935855,766.095498
376.542867,2368.659014,-7105.977043,842.705048
376.543195,2072.576638,-7550.100608,1302.362347
376.543523,1036.288319,-8438.347739,1149.143247
376.543850,-814.226536,-9770.718434,689.485948
376.544178,-2146.597232,-10436.903782,995.924147
376.544506,-2368.659014,-11029.068536,1149.143247
376.544834,-2294.638420,-10584.944971,1149.143247
376.545162,-962.267725,-9992.780217,1532.190996
376.545489,148.041188,-9326.594869,1455.581446
376.545817,1036.288319,-9030.512492,1225.752797
376.546145,888.247130,-8438.347739,1532.190996
376.546473,1036.288319,-8808.450710,1762.019645
376.546800,518.144159,-8290.306550,1532.190996
376.547128,-740.205942,-8956.491898,1532.190996
376.547456,-2442.679609,-8660.409521,1149.143247
376.547784,-3182.885551,-9770.718434,536.266849
376.548112,-3997.112087,-9548.656652,306.438199
376.548439,-3552.988522,-9104.533087,229.828649
376.548767,-2442.679609,-8512.368333,0.000000
376.549095,-814.226536,-7550.100608,76.609550
376.549423,1110.308913,-7476.080014,306.438199
376.549751,1628.453072,-7550.100608,766.095498
376.550078,1998.556043,-7402.059420,1149.143247
376.550406,1850.514855,-8290.306550,1225.752797
376.550734,444.123565,-8956.491898,1455.581446
376.551062,-1110.308913,-9918.759623,1072.533697
376.551389,-2146.597232,-10807.006753,459.657299
376.551717,-2664.741391,-10955.047942,-229.828649
376.552045,-2294.638420,-10436.903782,0.000000
376.552373,-888.247130,-9992.780217,-306.438199
376.552701,888.247130,-9474.636058,76.609550
376.553028,2146.597232,-8586.388927,0.000000
376.553356,2886.803174,-8364.327145,0.000000
376.553684,2812.782580,-7772.162391,229.828649
376.554012,2072.576638,-8068.244768,153.219100
376.554339,1184.329507,-8586.388927,536.266849
376.554667,-814.226536,-9770.718434,0.000000
376.554995,-2368.659014,-10510.924376,-536.266849
376.555323,-3330.926739,-10732.986159,-689.485948
376.555651,-2738.761985,-10214.842000,-919.314598
376.555978,-1258.350101,-9326.594869,-1072.533697
376.556306,592.164754,-8290.306550,76.609550
376.556634,2812.782580,-7476.080014,0.000000
376.556962,3849.070898,-7105.977043,689.485948
376.557290,3627.009116,-7105.977043,1072.533697
376.557617,2664.741391,-7772.162391,842.705048
376.557945,1036.288319,-8734.430116,1302.362347
376.558273,-370.102971,-10214.842000,536.266849
376.558601,-1850.514855,-11029.068536,536.266849
376.558928,-2220.617826,-10955.047942,383.047749
376.559256,-1702.473667,-10807.006753,766.095498
376.559584,-740.205942,-10510.924376,995.924147
376.559912,592.164754,-9474.636058,1072.533697
376.560240,814.226536,-8956.491898,1302.362347
376.560567,1036.288319,-8364.327145,1072.533697
376.560895,444.123565,-8142.265362,689.485948
376.561223,0.000000,-8364.327145,689.485948
376.561551,-1554.432478,-8734.430116,842.705048
376.561879,-2812.782580,-9326.594869,612.876398
376.562206,-3775.050304,-9474.636058,383.047749
376.562534,-4219.173869,-9326.594869,229.828649
376.562862,-3404.947333,-8660.409521,76.609550
376.563190,-2146.597232,-8142.265362,229.828649
376.563517,-666.185348,-8068.244768,766.095498
376.563845,296.082377,-7994.224174,1225.752797
376.564173,1258.350101,-7772.162391,1532.190996
376.564501,1406.391290,-7698.141797,1762.019645
376.564829,666.185348,-7698.141797,1838.629195
376.565156,-222.061783,-9400.615463,1608.800546
376.565484,-1406.391290,-10288.862594,1302.362347
376.565812,-2294.638420,-10807.006753,612.876398
376.566140,-2590.720797,-10732.986159,306.438199
376.566467,-1628.453072,-9770.718434,153.219100
376.566795,-444.123565,-9992.780217,229.828649
376.567123,814.226536,-9178.553681,76.609550
376.567451,1702.473667,-8586.388927,612.876398
376.567779,2442.679609,-8216.285956,612.876398
376.568106,1924.535449,-7772.162391,536.266849
376.568434,1332.370696,-8660.409521,612.876398
376.568762,0.000000,-9474.636058,229.828649
376.569090,-2072.576638,-9844.739029,-383.047749
376.569418,-3034.844362,-10140.821405,-306.438199
376.569745,-3034.844362,-9992.780217,-612.876398
376.570073,-1776.494261,-9400.615463,-919.314598
376.570401,-148.041188,-8512.368333,0.000000
376.570729,1850.514855,-7994.224174,459.657299
376.571056,2886.803174,-7624.121203,536.266849
376.571384,2960.823768,-7550.100608,919.314598
376.571712,2664.741391,-7846.182985,919.314598
376.572040,1554.432478,-8660.409521,995.924147
376.572368,0.000000,-9622.677246,842.705048
376.572695,-962.267725,-10732.986159,766.095498
376.573023,-1850.514855,-11029.068536,383.047749
376.573351,-1850.514855,-10658.965565,306.438199
376.573679,-1184.329507,-10510.924376,1149.143247
376.574007,0.000000,-9844.739029,842.705048
376.574334,222.061783,-9474.636058,536.266849
376.574662,1184.329507,-8882.471304,842.705048
376.574990,888.247130,-8364.327145,383.047749
376.575318,444.123565,-7920.203579,612.876398
376.575645,74.020594,-8660.409521,766.095498
376.575973,-1406.391290,-8956.491898,536.266849
376.576301,-2960.823768,-9474.636058,536.266849
376.576629,-3849.070898,-9770.718434,0.000000
376.576957,-3775.050304,-9030.512492,153.219100
376.577284,-2664.741391,-8734.430116,153.219100
376.577612,-1110.308913,-8216.285956,612.876398
376.577940,222.061783,-8216.285956,689.485948
376.578268,1480.411884,-7846.182985,995.924147
376.578595,1998.556043,-7698.141797,1378.971896
376.578923,1776.494261,-8068.244768,1762.019645
376.579251,1036.288319,-9104.533087,1532.190996
376.579579,-370.102971,-9770.718434,1072.533697
376.579907,-1850.514855,-10214.842000,459.657299
376.580234,-2294.638420,-10584.944971,76.609550
376.580562,-1554.432478,-10510.924376,153.219100
376.580890,-814.226536,-9918.759623,0.000000
376.581218,0.000000,-9474.636058,229.828649
376.581546,1406.391290,-9104.533087,612.876398
376.581873,1924.535449,-8660.409521,689.485948
376.582201,1998.556043,-7772.162391,842.705048
376.582529,1110.308913,-8216.285956,536.266849
376.582857,0.000000,-8364.327145,383.047749
376.583184,-888.247130,-9252.574275,0.000000
376.583512,-2368.659014,-9474.636058,-766.095498
376.583840,-2812.782580,-9104.533087,-229.828649
376.584168,-2590.720797,-9474.636058,-612.876398
376.584496,-1332.370696,-8882.471304,-306.438199
376.584823,0.000000,-8364.327145,0.000000
376.585151,1628.453072,-7920.203579,306.438199
376.585479,2590.720797,-7179.997637,1302.362347
376.585807,2738.761985,-7920.203579,919.314598
376.586134,2220.617826,-8438.347739,1225.752797
376.586462,1036.288319,-9474.636058,995.924147
376.586790,-444.123565,-10140.821405,842.705048
376.587118,-1850.514855,-10658.965565,689.485948
376.587446,-2294.638420,-10362.883188,306.438199
376.587773,-2146.597232,-10658.965565,536.266849
376.588101,-1184.329507,-9992.780217,459.657299
376.588429,296.082377,-9030.512492,612.876398
376.588757,1184.329507,-8808.450710,919.314598
376.589085,1628.453072,-8216.285956,1072.533697
376.589412,888.247130,-8068.244768,1072.533697
376.589740,444.123565,-8142.265362,1072.533697
376.590068,-740.205942,-8660.409521,459.657299
376.590396,-2294.638420,-9474.636058,766.095498
376.590723,-2960.823768,-9992.780217,459.657299
376.591051,-3701.029710,-9770.718434,0.000000
376.591379,-3034.844362,-9474.636058,0.000000
376.591707,-1702.473667,-9030.512492,76.609550
376.592035,-296.082377,-8660.409521,459.657299
376.592362,1036.288319,-8142.265362,995.924147
376.592690,1480.411884,-8142.265362,995.924147
376.593018,1776.494261,-8142.265362,1302.362347
376.593346,1036.288319,-8512.368333,1302.362347
376.593674,296.082377,-9474.636058,995.924147
376.594001,-370.102971,-10066.800811,1455.581446
376.594329,-1850.514855,-10288.862594,306.438199
376.594657,-2294.638420,-10658.965565,383.047749
376.594985,-1776.494261,-10140.821405,459.657299
376.595312,-666.185348,-9992.780217,459.657299
376.595640,444.123565,-9104.533087,306.438199
376.595968,1110.308913,-8882.471304,536.266849
376.596296,2220.617826,-8364.327145,766.095498
376.596624,1850.514855,-7994.224174,919.314598
376.596951,1184.329507,-7846.182985,689.485948
376.597279,0.000000,-8660.409521,766.095498
376.597607,-1480.411884,-9252.574275,306.438199
376.597935,-2664.741391,-9770.718434,76.609550
376.598262,-3034.844362,-9622.677246,-229.828649
376.598590,-2442.679609,-9104.533087,-383.047749
376.598918,-962.267725,-8734.430116,0.000000
376.599246,518.144159,-7698.141797,842.705048
376.599574,1702.473667,-7550.100608,459.657299
376.599901,2220.617826,-7846.182985,995.924147
376.600229,1924.535449,-7846.182985,1072.533697
376.600557,1258.350101,-8586.388927,1149.143247
376.600885,0.000000,-9252.574275,842.705048
376.601213,-1036.288319,-10066.800811,842.705048
376.601540,-1924.535449,-10510.924376,459.657299
376.601868,-2368.659014,-10362.883188,229.828649
376.602196,-1480.411884,-10066.800811,153.219100
376.602524,-444.123565,-9548.656652,612.876398
376.602851,518.144159,-8808.450710,919.314598
376.603179,1184.329507,-8512.368333,536.266849
376.603507,1776.494261,-8142.265362,536.266849
376.603835,1554.432478,-8290.306550,842.705048
376.604163,666.185348,-8142.265362,612.876398
376.604490,0.000000,-9104.533087,689.485948
376.604818,-1850.514855,-9918.759623,459.657299
376.605146,-2516.700203,-10140.821405,229.828649
376.605474,-3108.864956,-9622.677246,76.609550
376.605802,-2146.597232,-9474.636058,306.438199
376.606129,-888.247130,-8956.491898,536.266849
376.606457,592.164754,-8438.347739,229.828649
376.606785,1628.453072,-7994.224174,842.705048
376.607113,2368.659014,-7772.162391,1225.752797
376.607440,1850.514855,-8142.265362,1072.533697
376.607768,1406.391290,-8438.347739,1455.581446
376.608096,0.000000,-9252.574275,842.705048
376.608424,-2146.597232,-10510.924376,459.657299
376.608752,-2960.823768,-10881.027347,229.828649
376.609079,-3182.885551,-10658.965565,-229.828649
376.609407,-2664.741391,-10288.862594,-229.828649
376.609735,-740.205942,-9622.677246,0.000000
376.610063,-148.041188,-8882.471304,0.000000
376.610390,1628.453072,-8290.306550,76.609550
376.610718,2368.659014,-7698.141797,459.657299
376.611046,1924.535449,-7698.141797,689.485948
376.611374,1406.391290,-8290.306550,459.657299
376.611702,-518.144159,-9252.574275,229.828649
376.612029,-1924.535449,-10214.842000,229.828649
376.612357,-3330.926739,-10436.903782,-229.828649
376.612685,-2886.803174,-10362.883188,0.000000
376.613013,-1258.350101,-9548.656652,459.657299
376.613341,222.061783,-8956.491898,76.609550
376.613668,2072.576638,-8660.409521,536.266849
376.613996,3552.988522,-7846.182985,1149.143247
376.614324,3404.947333,-7772.162391,1302.362347
376.614652,3182.885551,-8142.265362,1532.190996
376.614979,1554.432478,-9104.533087,1455.581446
376.615307,0.000000,-9548.656652,766.095498
376.615635,-1480.411884,-10584.944971,383.047749
376.615963,-2294.638420,-10955.047942,536.266849
376.616291,-2960.823768,-10288.862594,153.219100
376.616618,-2072.576638,-9844.739029,459.657299
376.616946,-962.267725,-9252.574275,0.000000
376.617274,296.082377,-8660.409521,536.266849
376.617602,888.247130,-8068.244768,459.657299
376.617929,888.247130,-7624.121203,459.657299
376.618257,740.205942,-7772.162391,153.219100
376.618585,0.000000,-8142.265362,612.876398
376.618913,-1332.370696,-8882.471304,459.657299
376.619241,-2590.720797,-9252.574275,306.438199
376.619568,-3034.844362,-9548.656652,0.000000
376.619896,-2664.741391,-9326.594869,383.047749
376.620224,-1480.411884,-8808.450710,306.438199
376.620552,148.041188,-8660.409521,689.485948
376.620880,1332.370696,-8438.347739,842.705048
376.621207,1850.514855,-8068.244768,1302.362347
376.621535,2072.576638,-7846.182985,1532.190996
376.621863,1924.535449,-8216.285956,1532.190996
376.622191,814.226536,-8956.491898,1149.143247
376.622518,-370.102971,-9844.739029,995.924147
376.622846,-1554.432478,-10732.986159,766.095498
376.623174,-2812.782580,-10807.006753,153.219100
376.623502,-3478.967927,-10214.842000,0.000000
376.623830,-1628.453072,-9548.656652,76.609550
376.624157,-888.247130,-9400.615463,0.000000
376.624485,592.164754,-8290.306550,0.000000
376.624813,1702.473667,-7994.224174,383.047749
376.625141,1850.514855,-7254.018232,536.266849
376.625469,1184.329507,-7624.121203,919.314598
376.625796,0.000000,-8734.430116,612.876398
376.626124,-1776.494261,-9326.594869,0.000000
376.626452,-3034.844362,-10214.842000,0.000000
376.626780,-3627.009116,-10436.903782,229.828649
376.627107,-2738.761985,-9622.677246,-306.438199
376.627435,-1110.308913,-9326.594869,0.000000
376.627763,592.164754,-8512.368333,306.438199
376.628091,2294.638420,-8290.306550,536.266849
376.628419,3034.844362,-8142.265362,1149.143247
376.628746,3034.844362,-7994.224174,995.924147
376.629074,2220.617826,-8586.388927,919.314598
376.629402,962.267725,-9474.636058,689.485948
376.629730,-444.123565,-10510.924376,689.485948
376.630057,-1554.432478,-11177.109724,612.876398
376.630385,-1628.453072,-11695.253884,612.876398
376.630713,-2220.617826,-10955.047942,153.219100
376.631041,-1036.288319,-10066.800811,306.438199
376.631369,-444.123565,-9548.656652,153.219100
376.631696,814.226536,-9104.533087,229.828649
376.632024,1628.453072,-8142.265362,536.266849
376.632352,1480.411884,-7920.203579,842.705048
376.632680,1036.288319,-7920.203579,612.876398
376.633008,-148.041188,-8660.409521,995.924147
376.633335,-1554.432478,-9400.615463,383.047749
376.633663,-2738.761985,-9622.677246,995.924147
376.633991,-2738.761985,-9400.615463,153.219100
376.634319,-2368.659014,-9400.615463,536.266849
376.634646,-1036.288319,-9030.512492,766.095498
376.634974,222.061783,-8734.430116,1072.533697
376.635302,1628.453072,-8216.285956,1532.190996
376.635630,2442.679609,-8068.244768,1762.019645
376.635958,2146.597232,-8216.285956,1838.629195
376.636285,1110.308913,-8808.450710,1762.019645
376.636613,0.000000,-9548.656652,1532.190996
376.636941,-1702.473667,-10066.800811,1149.143247
376.637269,-2516.700203,-10658.965565,383.047749
376.637596,-2812.782580,-9992.780217,689.485948
376.637924,-1998.556043,-9548.656652,459.657299
376.638252,-1332.370696,-9104.533087,536.266849
376.638580,74.020594,-8586.388927,995.924147
376.638908,592.164754,-8364.327145,919.314598
376.639235,814.226536,-7105.977043,1072.533697
376.639563,740.205942,-7328.038826,919.314598
376.639891,0.000000,-7772.162391,995.924147
376.640219,-1406.391290,-8512.368333,766.095498
376.640547,-2368.659014,-9104.533087,536.266849
376.640874,-3256.906145,-9400.615463,536.266849
376.641202,-3330.926739,-9400.615463,0.000000
376.641530,-2146.597232,-8882.471304,0.000000
376.641858,-444.123565,-8512.368333,0.000000
376.642185,1110.308913,-8068.244768,76.609550
376.642513,2072.576638,-7476.080014,766.095498
376.642841,2812.782580,-7698.141797,842.705048
376.643169,2812.782580,-8142.265362,766.095498
376.643497,1850.514855,-8660.409521,919.314598
376.643824,666.185348,-9770.718434,842.705048
376.644152,-814.226536,-10658.965565,383.047749
376.644479,-2146.597232,-11621.233289,383.047749
376.644806,-2516.700203,-11251.130318,-153.219100
376.645134,-2072.576638,-10658.965565,-306.438199
376.645461,-444.123565,-9696.697840,-536.266849
376.645789,592.164754,-9030.512492,306.438199
376.646116,2220.617826,-7920.203579,0.000000
376.646444,2294.638420,-7772.162391,153.219100
376.646771,2072.576638,-7624.121203,306.438199
376.647099,814.226536,-8068.244768,306.438199
376.647426,-518.144159,-9178.553681,383.047749
376.647753,-1850.514855,-10066.800811,0.000000
376.648081,-2664.741391,-10288.862594,-229.828649
376.648408,-2960.823768,-9992.780217,0.000000
376.648736,-1702.473667,-9918.759623,0.000000
376.649063,-222.061783,-9474.636058,306.438199
376.649391,1554.432478,-8586.388927,919.314598
376.649718,1924.535449,-8586.388927,1072.533697
376.650046,1998.556043,-8216.285956,1378.971896
376.650373,1628.453072,-8512.368333,1225.752797
376.650701,962.267725,-9030.512492,1455.581446
376.651028,74.020594,-9918.759623,1225.752797
376.651355,-1406.391290,-10362.883188,766.095498
376.651683,-2516.700203,-10658.965565,689.485948
376.652010,-2812.782580,-10288.862594,536.266849
376.652338,-2146.597232,-9548.656652,153.219100
376.652665,-962.267725,-9252.574275,612.876398
376.652993,148.041188,-7994.224174,842.705048
376.653320,814.226536,-7994.224174,842.705048
376.653648,1258.350101,-7476.080014,1225.752797
376.653975,1036.288319,-7476.080014,1302.362347
376.654302,148.041188,-7994.224174,1532.190996
376.654630,-1110.308913,-8808.450710,842.705048
376.654957,-2664.741391,-9844.739029,536.266849
376.655285,-3627.009116,-9770.718434,459.657299
